contract_id,vendor_id,vendor_name,category,contract_start_date,contract_end_date,negotiated_rate,payment_terms,is_active_contract,expiration_status,contract_duration_years,total_estimated_savings,pos_on_contract,spend_on_contract,realized_savings,savings_realization_rate,savings_gap,realization_tier
C00275,V00006,Blake and Sons,Professional Services,2023-09-17,2027-09-16,0.084,Net 45,True,Active,4.0,110679.84,1,29637.48,2717.84751777636,0.024555940068,107961.99248222364,Significant Shortfall
C00276,V00117,Larsen LLC,IT Services,2022-06-04,2024-06-03,0.067,Net 15,False,Expired,2.0,290418.14,0,0.0,0.0,0.0,290418.14,Unused Contract
C00277,V00117,Larsen LLC,IT Services,2022-09-02,2025-09-01,0.184,Net 45,False,Expired,3.0,626012.91,6,199651.88,45019.54155296848,0.071914717466,580993.3684470315,Significant Shortfall
C00278,V00046,Davis Group,Capital Equipment,2022-09-02,2024-09-01,0.234,Net 60,False,Expired,2.0,558600.8,0,0.0,0.0,0.0,558600.8,Unused Contract
C00279,V00046,Davis Group,Capital Equipment,2022-05-13,2025-05-12,0.243,Net 45,False,Expired,3.0,436466.55,1,64352.03,20657.25665709489,0.047328384402,415809.2933429051,Significant Shortfall
C00280,V00017,"Hawkins, Cohen and Cameron",Raw Materials,2022-06-02,2025-06-01,0.165,Net 15,False,Expired,3.0,413828.04,4,21257.66,4200.6154401914,0.010150630296,409627.4245598086,Significant Shortfall
C00281,V00017,"Hawkins, Cohen and Cameron",Raw Materials,2022-09-09,2026-09-08,0.071,Net 60,False,Expired,4.0,181876.52,8,109992.88,8406.3449949932,0.046220067302,173470.1750050068,Significant Shortfall
C00282,V00463,"Jefferson, Johnson and Dorsey",IT Services,2022-10-01,2024-09-30,0.211,Net 60,False,Expired,2.0,957575.16,3,87604.04,23427.69638037692,0.024465647564,934147.4636196231,Significant Shortfall
C00283,V00358,Conley PLC,Logistics,2023-12-15,2026-12-14,0.163,Net 60,True,Expiring in 90 days,3.0,1161851.76,3,35885.0,6988.35722005,0.006014844114,1154863.40277995,Significant Shortfall
C00284,V00358,Conley PLC,Logistics,2022-11-25,2025-11-24,0.186,Net 30,False,Expired,3.0,1347890.01,5,82540.78,18860.66967261862,0.013992736449,1329029.3403273814,Significant Shortfall
C00285,V00004,"Johnson, Gonzalez and Santos",Professional Services,2024-05-10,2027-05-10,0.064,Net 45,True,Active,3.0,961482.84,4,115438.08,7893.20200786944,0.008209404973,953589.6379921306,Significant Shortfall
C00286,V00004,"Johnson, Gonzalez and Santos",Professional Services,2023-10-19,2025-10-18,0.21,Net 60,False,Expired,2.0,424177.46,6,165907.79,44102.07079099515,0.103970802199,380075.3892090049,Significant Shortfall
C00287,V00219,"Johnson, Jones and Welch",IT Services,2023-03-28,2025-03-27,0.19,Net 60,False,Expired,2.0,278082.7,2,143207.52,33591.88737381552,0.120798191954,244490.8126261845,Significant Shortfall
C00288,V00219,"Johnson, Jones and Welch",IT Services,2023-07-16,2025-07-15,0.13,Net 60,False,Expired,2.0,753812.36,0,0.0,0.0,0.0,753812.36,Unused Contract
C00289,V00406,Martin Ltd,Logistics,2023-02-22,2025-02-21,0.145,Net 60,False,Expired,2.0,366467.16,4,50892.14,8630.83074624602,0.023551443863,357836.329253754,Significant Shortfall
C00290,V00061,Powell PLC,Raw Materials,2022-05-04,2024-05-03,0.15,Net 45,False,Expired,2.0,215673.2,2,34640.83,6113.08763890804,0.02834421541,209560.11236109195,Significant Shortfall
C00291,V00111,Stafford Inc,Facilities,2022-01-07,2024-01-07,0.096,Net 60,False,Expired,2.0,838241.68,0,0.0,0.0,0.0,838241.68,Unused Contract
C00292,V00111,Stafford Inc,Facilities,2022-12-27,2024-12-26,0.206,Net 30,False,Expired,2.0,137480.92,2,9862.04,2558.66529136176,0.018611057384,134922.25470863824,Significant Shortfall
C00293,V00111,Stafford Inc,Facilities,2024-02-06,2027-02-05,0.173,Net 30,True,Active,3.0,1153438.98,6,20455.42,4279.06609829906,0.003709833093,1149159.9139017009,Significant Shortfall
C00294,V00319,Hayes-Brown,Marketing,2022-12-13,2025-12-12,0.174,Net 60,False,Expired,3.0,753740.37,2,12875.01,2712.16917641253,0.003598280369,751028.2008235875,Significant Shortfall
C00295,V00319,Hayes-Brown,Marketing,2024-02-25,2027-02-24,0.087,Net 60,True,Active,3.0,1153465.62,3,8244.05,785.5776020006,0.000681058532,1152680.0423979994,Significant Shortfall
C00296,V00319,Hayes-Brown,Marketing,2023-02-06,2026-02-05,0.094,Net 30,False,Expired,3.0,877697.82,4,19629.05,2036.56809404895,0.00232035223,875661.2519059511,Significant Shortfall
C00297,V00429,Cox LLC,IT Services,2023-01-28,2026-01-27,0.146,Net 60,False,Expired,3.0,824928.87,4,210053.74,35910.82667044938,0.043532028004,789018.0433295507,Significant Shortfall
C00298,V00429,Cox LLC,IT Services,2024-01-21,2027-01-20,0.222,Net 15,True,Active,3.0,1170578.82,4,20661.78,5895.77784677832,0.005036634651,1164683.0421532218,Significant Shortfall
C00299,V00030,Stanton-Gill,Raw Materials,2023-08-17,2027-08-16,0.142,Net 30,True,Active,4.0,1390852.68,6,56346.59,9325.42634512394,0.006704826815,1381527.253654876,Significant Shortfall
C00300,V00030,Stanton-Gill,Raw Materials,2023-06-26,2025-06-25,0.126,Net 60,False,Expired,2.0,118732.86,2,14412.79,2077.8164112804,0.017499927242,116655.0435887196,Significant Shortfall
C00301,V00030,Stanton-Gill,Raw Materials,2022-10-01,2026-09-30,0.222,Net 60,True,Expiring in 30 days,4.0,406818.8,5,90438.93,25806.48133802292,0.063434829801,381012.3186619771,Significant Shortfall
C00302,V00438,Nunez-Whitney,Capital Equipment,2023-07-04,2026-07-03,0.242,Net 45,False,Expired,3.0,534351.81,5,355305.91,113435.39616797474,0.212285977225,420916.41383202525,Significant Shortfall
C00303,V00472,"Prince, Wilcox and Robertson",Professional Services,2023-09-26,2025-09-25,0.134,Net 60,False,Expired,2.0,757151.84,5,78109.2,12086.1810556812,0.015962691256,745065.6589443188,Significant Shortfall
C00304,V00472,"Prince, Wilcox and Robertson",Professional Services,2023-03-13,2026-03-12,0.106,Net 45,False,Expired,3.0,294437.16,4,143394.16,17001.99217371928,0.057744043495,277435.1678262807,Significant Shortfall
C00305,V00027,"Valencia, Smith and Le",Capital Equipment,2022-06-11,2024-06-10,0.213,Net 45,False,Expired,2.0,726399.16,1,100018.13,27069.7098487839,0.037265612819,699329.4501512161,Significant Shortfall
C00306,V00027,"Valencia, Smith and Le",Capital Equipment,2022-12-29,2026-12-28,0.136,Net 45,True,Active,4.0,786531.44,3,212341.56,33424.13435793492,0.042495611311,753107.3056420651,Significant Shortfall
C00307,V00027,"Valencia, Smith and Le",Capital Equipment,2022-10-18,2024-10-17,0.145,Net 15,False,Expired,2.0,29547.44,1,37175.21,6304.56776756003,0.213371032061,23242.87223243997,Significant Shortfall
C00308,V00008,Davis Inc,IT Services,2023-11-01,2027-10-31,0.157,Net 15,True,Active,4.0,658825.4,5,168271.46,31338.8127672452,0.047567705749,627486.5872327548,Significant Shortfall
C00309,V00008,Davis Inc,IT Services,2023-07-31,2026-07-30,0.1,Net 30,False,Expired,3.0,1291997.91,5,184690.56,20521.17331281216,0.015883286772,1271476.7366871878,Significant Shortfall
C00310,V00454,Williams-Moses,Raw Materials,2024-05-31,2026-05-31,0.062,Net 15,False,Expired,2.0,817541.7,11,217043.88,14346.18396079428,0.017547953775,803195.5160392057,Significant Shortfall
C00311,V00109,Gibson Ltd,Travel,2023-12-14,2025-12-13,0.14,Net 60,False,Expired,2.0,347963.4,6,25842.19,4206.86814794862,0.012089973106,343756.5318520514,Significant Shortfall
C00312,V00109,Gibson Ltd,Travel,2022-10-24,2025-10-23,0.162,Net 60,False,Expired,3.0,1399811.52,4,12493.04,2415.12228574288,0.001725319624,1397396.397714257,Significant Shortfall
C00313,V00109,Gibson Ltd,Travel,2022-09-13,2025-09-12,0.054,Net 45,False,Expired,3.0,208219.11,5,12056.82,688.23284892264,0.003305329895,207530.87715107735,Significant Shortfall
C00314,V00038,Rose-Obrien,Raw Materials,2023-12-17,2027-12-16,0.085,Net 60,True,Active,4.0,1569405.84,12,153225.27,14234.04149634225,0.00906970086,1555171.7985036578,Significant Shortfall
C00315,V00038,Rose-Obrien,Raw Materials,2022-11-29,2025-11-28,0.185,Net 15,False,Expired,3.0,746615.79,5,43706.65,9921.14140970225,0.013288148392,736694.6485902978,Significant Shortfall
C00316,V00158,Coleman-Reese,Travel,2024-04-29,2027-04-29,0.173,Net 45,True,Active,3.0,711715.56,10,69136.76,14462.70796992868,0.020320910182,697252.8520300713,Significant Shortfall
C00317,V00158,Coleman-Reese,Travel,2022-07-02,2024-07-01,0.178,Net 15,False,Expired,2.0,929995.34,3,21684.47,4695.66381636364,0.005049126178,925299.6761836364,Significant Shortfall
C00318,V00158,Coleman-Reese,Travel,2024-06-27,2028-06-26,0.164,Net 30,True,Active,4.0,1703845.52,4,15715.54,3082.95282604946,0.001809408652,1700762.5671739506,Significant Shortfall
C00319,V00490,Scott-Smith,Marketing,2022-06-13,2025-06-12,0.096,Net 60,False,Expired,3.0,495811.02,8,51338.99,5451.9281279631,0.010995980138,490359.0918720369,Significant Shortfall
C00320,V00119,Nelson LLC,IT Services,2023-12-01,2027-11-30,0.179,Net 15,True,Active,4.0,571646.28,8,221527.3,48298.8876670581,0.084490863243,523347.3923329419,Significant Shortfall
C00321,V00119,Nelson LLC,IT Services,2022-01-25,2025-01-24,0.2,Net 15,False,Expired,3.0,795775.47,0,0.0,0.0,0.0,795775.47,Unused Contract
C00322,V00115,Salazar-Ball,Logistics,2023-10-25,2025-10-24,0.221,Net 45,False,Expired,2.0,142539.12,2,22654.0,6426.872902738,0.0450884845,136112.247097262,Significant Shortfall
C00323,V00115,Salazar-Ball,Logistics,2024-05-09,2027-05-09,0.238,Net 30,True,Active,3.0,1060024.47,1,11824.25,3693.1384513815,0.003484012451,1056331.3315486184,Significant Shortfall
C00324,V00176,Moore and Sons,IT Services,2022-07-10,2025-07-09,0.071,Net 15,False,Expired,3.0,123774.84,4,108480.8,8290.782368212,0.066982775887,115484.057631788,Significant Shortfall
C00325,V00374,"Kennedy, Johnson and Lucas",Logistics,2023-12-28,2025-12-27,0.204,Net 30,False,Expired,2.0,533503.14,3,71810.78,18403.76773616746,0.034496081384,515099.37226383254,Significant Shortfall
C00326,V00374,"Kennedy, Johnson and Lucas",Logistics,2024-01-28,2026-01-27,0.102,Net 15,False,Expired,2.0,172168.88,5,92685.93,10527.80050275378,0.061148103552,161641.07949724622,Significant Shortfall
C00327,V00182,Brown LLC,Raw Materials,2022-03-05,2024-03-04,0.198,Net 45,False,Expired,2.0,454297.22,0,0.0,0.0,0.0,454297.22,Unused Contract
C00328,V00145,"Holland, Smith and Fisher",Professional Services,2024-02-12,2026-02-11,0.056,Net 60,False,Expired,2.0,670278.16,18,560361.72,33241.79700613848,0.049594032731,637036.3629938615,Significant Shortfall
C00329,V00370,"Thompson, Maxwell and Marshall",Logistics,2023-12-26,2026-12-25,0.245,Net 60,True,Active,3.0,824658.72,3,63976.75,20760.66720201925,0.025174859246,803898.0527979807,Significant Shortfall
C00330,V00370,"Thompson, Maxwell and Marshall",Logistics,2023-09-06,2027-09-05,0.139,Net 45,True,Active,4.0,1940302.84,5,54300.96,8766.35708237856,0.004518035485,1931536.4829176215,Significant Shortfall
C00331,V00370,"Thompson, Maxwell and Marshall",Logistics,2022-05-07,2026-05-06,0.17,Net 15,False,Expired,4.0,1276853.16,2,39865.14,8165.14915230378,0.006394744054,1268688.0108476963,Significant Shortfall
C00332,V00391,Holmes-Mcintyre,Professional Services,2022-10-03,2026-10-02,0.112,Net 45,True,Expiring in 30 days,4.0,720449.88,7,275992.01,34809.80302825326,0.048316758729,685640.0769717467,Significant Shortfall
C00333,V00391,Holmes-Mcintyre,Professional Services,2022-08-19,2024-08-18,0.138,Net 60,False,Expired,2.0,378467.66,1,40562.87,6493.82371827609,0.017158199774,371973.8362817239,Significant Shortfall
C00334,V00196,Lopez LLC,MRO,2022-05-21,2024-05-20,0.05,Net 45,False,Expired,2.0,819072.2,2,11912.31,626.96368483749,0.000765455945,818445.2363151625,Significant Shortfall
C00335,V00405,Guerra PLC,Raw Materials,2023-01-21,2026-01-20,0.157,Net 15,False,Expired,3.0,1041021.84,9,113387.15,21117.179728883,0.020285049667,1019904.660271117,Significant Shortfall
C00336,V00276,"Jacobs, Garcia and Miles",Capital Equipment,2022-12-10,2025-12-09,0.11,Net 60,False,Expired,3.0,1155827.73,2,1045510.93,129220.45242188057,0.111799058863,1026607.2775781194,Significant Shortfall
C00337,V00276,"Jacobs, Garcia and Miles",Capital Equipment,2023-02-14,2027-02-13,0.096,Net 60,True,Active,4.0,54147.24,4,112585.51,11955.9833329419,0.220805037024,42191.2566670581,Significant Shortfall
C00338,V00276,"Jacobs, Garcia and Miles",Capital Equipment,2023-06-29,2025-06-28,0.132,Net 15,False,Expired,2.0,569343.28,1,14641.8,2226.6331838394,0.003910879889,567116.6468161606,Significant Shortfall
C00339,V00455,Douglas-Burgess,Facilities,2023-06-15,2026-06-14,0.216,Net 30,False,Expired,3.0,354270.87,16,161674.46,44542.96345618984,0.125731374573,309727.90654381015,Significant Shortfall
C00340,V00142,"Gonzalez, Vargas and Rivas",Raw Materials,2023-05-02,2025-05-01,0.153,Net 60,False,Expired,2.0,803959.88,4,23594.82,4262.11033592208,0.005301396801,799697.7696640779,Significant Shortfall
C00341,V00142,"Gonzalez, Vargas and Rivas",Raw Materials,2024-04-21,2027-04-21,0.18,Net 60,True,Active,3.0,811958.07,7,129276.98,28377.8736427711,0.034949924992,783580.1963572289,Significant Shortfall
C00342,V00366,"Spencer, Myers and Harrison",Marketing,2024-03-03,2026-03-03,0.086,Net 15,False,Expired,2.0,303803.4,5,42655.89,4013.57390691456,0.013211089497,299789.82609308546,Significant Shortfall
C00343,V00366,"Spencer, Myers and Harrison",Marketing,2023-01-17,2027-01-16,0.141,Net 15,True,Active,4.0,1412926.28,4,27546.53,4521.60737179162,0.003200172179,1408404.6726282083,Significant Shortfall
C00344,V00068,Ibarra-Suarez,Professional Services,2022-02-03,2024-02-03,0.08,Net 30,False,Expired,2.0,970321.9,0,0.0,0.0,0.0,970321.9,Unused Contract
C00345,V00211,Hall-Rowe,MRO,2024-06-01,2026-06-01,0.106,Net 15,False,Expired,2.0,142538.42,10,128933.47,15287.41371245851,0.107251179804,127251.00628754149,Significant Shortfall
C00346,V00169,Vasquez-Ray,Capital Equipment,2023-10-02,2025-10-01,0.068,Net 45,False,Expired,2.0,34430.34,55,3786598.82,276275.4489073799,8.024185904275,-241845.10890737985,On Track
C00347,V00169,Vasquez-Ray,Capital Equipment,2024-01-11,2027-01-10,0.134,Net 15,True,Active,3.0,1185016.26,65,4861925.69,752307.2079679186,0.634849692246,432709.0520320814,Underperforming
C00348,V00494,"Good, Brewer and Fisher",Office Supplies,2023-06-25,2026-06-24,0.189,Net 30,False,Expired,3.0,76653.57,8,42388.05,9878.34952000515,0.128870051584,66775.22047999485,Significant Shortfall
C00349,V00494,"Good, Brewer and Fisher",Office Supplies,2024-04-13,2026-04-13,0.061,Net 30,False,Expired,2.0,780139.86,6,21929.58,1424.60529683508,0.001826089615,778715.2547031649,Significant Shortfall
C00350,V00494,"Good, Brewer and Fisher",Office Supplies,2022-04-10,2026-04-09,0.144,Net 60,False,Expired,4.0,416696.88,5,9888.21,1663.43719561479,0.003991959804,415033.4428043852,Significant Shortfall
C00351,V00376,Kim-Ross,Logistics,2022-08-15,2024-08-14,0.074,Net 45,False,Expired,2.0,772782.76,1,36260.12,2897.67697945284,0.003749665662,769885.0830205472,Significant Shortfall
C00352,V00376,Kim-Ross,Logistics,2023-08-29,2026-08-28,0.204,Net 30,False,Expired,3.0,681152.58,9,158453.23,40608.61672809461,0.059617504096,640543.9632719054,Significant Shortfall
C00353,V00376,Kim-Ross,Logistics,2022-06-01,2024-05-31,0.142,Net 45,False,Expired,2.0,775576.04,0,0.0,0.0,0.0,775576.04,Unused Contract
C00354,V00401,"Higgins, Fox and Hammond",Professional Services,2023-07-13,2026-07-12,0.237,Net 30,False,Expired,3.0,263158.8,1,10093.65,3135.2490874635,0.011913905549,260023.5509125365,Significant Shortfall
C00355,V00401,"Higgins, Fox and Hammond",Professional Services,2023-05-29,2027-05-28,0.154,Net 60,True,Active,4.0,536492.96,5,77732.22,14149.83674328534,0.026374692304,522343.12325671467,Significant Shortfall
C00356,V00273,"Browning, Jones and Miller",Office Supplies,2023-08-11,2025-08-10,0.223,Net 30,False,Expired,2.0,233432.48,12,66173.79,18991.96289566773,0.081359555858,214440.51710433228,Significant Shortfall
C00357,V00110,"Horton, Snyder and Sanchez",Professional Services,2023-08-13,2026-08-12,0.115,Net 60,False,Expired,3.0,276019.71,13,508463.48,66071.52573877043,0.239372491692,209948.18426122956,Significant Shortfall
C00358,V00249,"Murphy, Bishop and Holland",Professional Services,2024-05-30,2027-05-30,0.208,Net 30,True,Active,3.0,43126.89,5,156868.01,41197.65925054663,0.955266175014,1929.23074945337,On Track
C00359,V00249,"Murphy, Bishop and Holland",Professional Services,2022-10-30,2026-10-29,0.207,Net 45,True,Expiring in 60 days,4.0,971530.52,6,125998.57,32889.91676931136,0.033853714415,938640.6032306886,Significant Shortfall
C00360,V00146,Yu-Reid,Logistics,2023-12-27,2025-12-26,0.1,Net 60,False,Expired,2.0,509920.82,5,49730.14,5525.57110558554,0.010836135511,504395.24889441446,Significant Shortfall
C00361,V00093,Johnson-Carlson,MRO,2022-04-07,2024-04-06,0.062,Net 30,False,Expired,2.0,651683.4,1,2538.31,167.77741998311,0.000257452346,651515.6225800168,Significant Shortfall
C00362,V00093,Johnson-Carlson,MRO,2022-03-31,2024-03-30,0.148,Net 60,False,Expired,2.0,330404.76,1,1511.72,262.5992485424,0.000794780464,330142.1607514576,Significant Shortfall
C00363,V00093,Johnson-Carlson,MRO,2022-07-22,2025-07-21,0.197,Net 15,False,Expired,3.0,61388.67,9,48619.27,11927.76609253124,0.194299144981,49460.90390746876,Significant Shortfall
C00364,V00153,"Haynes, Hill and Smith",Professional Services,2023-11-12,2025-11-11,0.1,Net 15,False,Expired,2.0,58698.78,6,138389.83,15376.64776240113,0.261958557953,43322.13223759887,Significant Shortfall
C00365,V00368,Allen-Sandoval,IT Services,2023-05-24,2027-05-23,0.189,Net 45,True,Active,4.0,411960.64,196,6236558.78,1453402.72626122,3.528013565231,-1041442.0862612199,On Track
C00366,V00368,Allen-Sandoval,IT Services,2023-09-19,2027-09-18,0.12,Net 60,True,Active,4.0,1475508.72,171,4500954.17,613766.4760905621,0.415969399415,861742.2439094379,Significant Shortfall
C00367,V00468,"Daniels, Snyder and Mays",Raw Materials,2022-07-21,2026-07-20,0.233,Net 30,False,Expired,4.0,1126859.8,6,116559.76,35408.6363729684,0.031422397332,1091451.1636270315,Significant Shortfall
C00368,V00468,"Daniels, Snyder and Mays",Raw Materials,2022-12-07,2026-12-06,0.081,Net 60,True,Expiring in 90 days,4.0,619518.4,4,89340.51,7874.40840491382,0.012710531931,611643.9915950862,Significant Shortfall
C00369,V00468,"Daniels, Snyder and Mays",Raw Materials,2023-02-26,2027-02-25,0.123,Net 15,True,Active,4.0,41410.88,4,64423.7,9035.4790072635,0.218190944198,32375.4009927365,Significant Shortfall
C00370,V00084,White LLC,Professional Services,2023-09-12,2025-09-11,0.174,Net 45,False,Expired,2.0,376793.7,5,197955.92,41700.15747656776,0.110671058132,335093.54252343223,Significant Shortfall
C00371,V00084,White LLC,Professional Services,2023-09-21,2026-09-20,0.194,Net 15,True,Expiring in 30 days,3.0,997685.43,12,202207.36,48670.25784944704,0.048783169911,949015.172150553,Significant Shortfall
C00372,V00246,Gibson Ltd,Logistics,2022-05-18,2025-05-17,0.203,Net 60,False,Expired,3.0,256573.32,4,49991.91,12733.19663538504,0.04962790611,243840.12336461496,Significant Shortfall
C00373,V00166,"Oneill, Henry and Salas",Raw Materials,2024-06-27,2027-06-27,0.072,Net 30,True,Active,3.0,799104.78,13,146880.21,11395.87837726347,0.01426080617,787708.9016227365,Significant Shortfall
C00374,V00164,Erickson and Sons,Professional Services,2023-03-16,2025-03-15,0.086,Net 30,False,Expired,2.0,50648.28,5,131298.1,12354.0882205824,0.24391920556,38294.1917794176,Significant Shortfall
C00375,V00200,"Moore, Pierce and Tran",Professional Services,2022-09-27,2024-09-26,0.056,Net 15,False,Expired,2.0,648916.64,6,261161.69,15492.64265367746,0.023874626876,633423.9973463225,Significant Shortfall
C00376,V00200,"Moore, Pierce and Tran",Professional Services,2024-04-18,2027-04-18,0.155,Net 60,True,Active,3.0,1060931.61,7,405141.39,74315.87640883467,0.070047753982,986615.7335911653,Significant Shortfall
C00377,V00229,"Wright, Bruce and Gonzalez",IT Services,2022-03-20,2024-03-19,0.171,Net 45,False,Expired,2.0,89456.48,1,73579.66,15177.46909974988,0.169663160229,74279.01090025013,Significant Shortfall
C00378,V00075,Davis Group,Raw Materials,2024-01-28,2026-01-27,0.144,Net 60,False,Expired,2.0,646138.38,3,21414.68,3602.46953130932,0.005575383916,642535.9104686907,Significant Shortfall
C00379,V00075,Davis Group,Raw Materials,2023-10-28,2027-10-27,0.199,Net 60,True,Active,4.0,1785244.0,6,68245.89,16954.97144460639,0.009497285214,1768289.0285553937,Significant Shortfall
C00380,V00479,Vaughn-Fowler,Facilities,2022-11-14,2024-11-13,0.215,Net 30,False,Expired,2.0,280499.32,3,9028.29,2472.7163665515,0.008815409487,278026.6036334485,Significant Shortfall
C00381,V00479,Vaughn-Fowler,Facilities,2022-11-09,2024-11-08,0.217,Net 45,False,Expired,2.0,96376.66,2,2226.82,617.13913115856,0.006403408576,95759.52086884144,Significant Shortfall
C00382,V00359,"Rose, Rodriguez and Roberts",Professional Services,2023-12-16,2025-12-15,0.07,Net 15,False,Expired,2.0,246397.64,5,180468.9,13583.6806082913,0.05512910192,232813.9593917087,Significant Shortfall
C00383,V00359,"Rose, Rodriguez and Roberts",Professional Services,2023-04-20,2025-04-19,0.089,Net 45,False,Expired,2.0,663738.98,2,9147.3,893.6440190793,0.001346378691,662845.3359809207,Significant Shortfall
C00384,V00359,"Rose, Rodriguez and Roberts",Professional Services,2022-11-14,2026-11-13,0.2,Net 30,True,Expiring in 60 days,4.0,853761.8,5,84398.77,21099.6925,0.024713793121,832662.1075,Significant Shortfall
C00385,V00251,Williams Inc,IT Services,2022-03-30,2026-03-29,0.122,Net 15,False,Expired,4.0,939092.36,6,76533.38,10634.47876923432,0.011324209654,928457.8812307657,Significant Shortfall
C00386,V00251,Williams Inc,IT Services,2023-10-20,2025-10-19,0.083,Net 15,False,Expired,2.0,196788.6,5,80894.96,7322.00838369336,0.037207482464,189466.59161630663,Significant Shortfall
C00387,V00120,Taylor and Sons,Facilities,2023-02-17,2025-02-16,0.157,Net 60,False,Expired,2.0,607917.42,3,15318.43,2852.8985821966,0.004692904806,605064.5214178034,Significant Shortfall
C00388,V00120,Taylor and Sons,Facilities,2022-03-03,2025-03-02,0.16,Net 60,False,Expired,3.0,1495369.95,2,17599.89,3352.3599916191,0.002241826507,1492017.5900083808,Significant Shortfall
C00389,V00311,"Wilson, Hicks and Bullock",Professional Services,2022-02-10,2025-02-09,0.215,Net 45,False,Expired,3.0,505472.85,2,52521.5,14384.869410025,0.028458243425,491087.980589975,Significant Shortfall
C00390,V00311,"Wilson, Hicks and Bullock",Professional Services,2023-10-10,2027-10-09,0.159,Net 60,True,Active,4.0,775123.64,9,155063.09,29316.32734590378,0.037821485287,745807.3126540962,Significant Shortfall
C00391,V00300,Harris and Sons,MRO,2022-01-21,2025-01-20,0.139,Net 30,False,Expired,3.0,613723.14,13,75547.72,12196.43796867592,0.019872866401,601526.702031324,Significant Shortfall
C00392,V00256,Johnson-Wood,Facilities,2022-11-09,2026-11-08,0.053,Net 60,True,Expiring in 60 days,4.0,304768.0,3,6880.42,385.07102372778,0.001263489027,304382.92897627223,Significant Shortfall
C00393,V00256,Johnson-Wood,Facilities,2022-04-10,2024-04-09,0.11,Net 60,False,Expired,2.0,237448.96,0,0.0,0.0,0.0,237448.96,Unused Contract
C00394,V00256,Johnson-Wood,Facilities,2023-12-30,2025-12-29,0.204,Net 60,False,Expired,2.0,944480.94,3,35457.81,9087.17743593867,0.009621345494,935393.7625640613,Significant Shortfall
C00395,V00355,"Santos, Moody and Taylor",Capital Equipment,2024-04-27,2028-04-26,0.161,Net 45,True,Active,4.0,1854808.0,1,40865.66,7841.92044351958,0.004227887977,1846966.0795564805,Significant Shortfall
C00396,V00355,"Santos, Moody and Taylor",Capital Equipment,2023-11-06,2025-11-05,0.058,Net 45,False,Expired,2.0,368542.64,3,48835.62,3006.8640634725,0.008158795583,365535.7759365275,Significant Shortfall
C00397,V00355,"Santos, Moody and Taylor",Capital Equipment,2023-04-16,2026-04-15,0.123,Net 45,False,Expired,3.0,885768.9,2,83344.16,11689.0896992568,0.013196545622,874079.8103007432,Significant Shortfall
C00398,V00400,"Anderson, Henson and Jones",Logistics,2023-05-18,2026-05-17,0.068,Net 45,False,Expired,3.0,617703.42,9,227163.61,16574.16888123653,0.026831920214,601129.2511187635,Significant Shortfall
C00399,V00226,"King, Scott and Smith",Professional Services,2022-10-29,2025-10-28,0.209,Net 30,False,Expired,3.0,284166.66,6,349581.75,92367.36498812024,0.325046453332,191799.29501187976,Significant Shortfall
C00400,V00226,"King, Scott and Smith",Professional Services,2023-01-24,2027-01-23,0.178,Net 15,True,Active,4.0,113248.32,2,73704.46,15960.33317515352,0.140932184911,97287.98682484648,Significant Shortfall
C00401,V00354,Walker-Flores,Professional Services,2023-02-25,2025-02-24,0.234,Net 15,False,Expired,2.0,347701.86,11,320644.52,97951.45920185107,0.281711059014,249750.4007981489,Significant Shortfall
C00402,V00235,Fields PLC,MRO,2023-12-28,2025-12-27,0.224,Net 30,False,Expired,2.0,242183.32,8,47383.58,13677.73444178252,0.05647678148,228505.58555821748,Significant Shortfall
C00403,V00235,Fields PLC,MRO,2023-07-28,2026-07-27,0.061,Net 60,False,Expired,3.0,800843.52,15,109474.74,7111.77753854124,0.008880358473,793731.7424614588,Significant Shortfall
C00404,V00383,Mendez-Graham,Logistics,2022-06-19,2024-06-18,0.115,Net 45,False,Expired,2.0,703813.28,1,4415.74,573.79672393722,0.000815268396,703239.4832760628,Significant Shortfall
C00405,V00383,Mendez-Graham,Logistics,2023-08-22,2025-08-21,0.185,Net 15,False,Expired,2.0,997419.96,4,37241.56,8453.6056430294,0.008475472702,988966.3543569706,Significant Shortfall
C00406,V00275,"Joseph, James and Harper",IT Services,2022-12-27,2026-12-26,0.151,Net 60,True,Active,4.0,475287.84,2,7999.15,1422.6992381433,0.002993342388,473865.1407618567,Significant Shortfall
C00407,V00275,"Joseph, James and Harper",IT Services,2023-11-03,2026-11-02,0.08,Net 15,True,Expiring in 60 days,3.0,524167.23,7,147017.31,12784.11395139582,0.024389380373,511383.1160486042,Significant Shortfall
C00408,V00037,"Cannon, Anderson and Alvarez",Professional Services,2024-03-15,2026-03-15,0.16,Net 15,False,Expired,2.0,277306.82,6,111357.95,21211.0380422105,0.076489420787,256095.7819577895,Significant Shortfall
C00409,V00037,"Cannon, Anderson and Alvarez",Professional Services,2023-02-14,2027-02-13,0.137,Net 45,True,Active,4.0,1407826.2,7,243169.93,38602.87427744136,0.027420198798,1369223.3257225587,Significant Shortfall
C00410,V00197,Garrett-Wolf,IT Services,2023-01-27,2025-01-26,0.148,Net 45,False,Expired,2.0,659203.48,2,33496.27,5818.6008857284,0.008826714455,653384.8791142716,Significant Shortfall
